route,classification,initialStatus,initialLocation,status,finalUrl,contentType,cacheControl,canonical
"/cn/oriafarm-retreat","public","200","","200","http://127.0.0.1:3422/cn/oriafarm-retreat","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/cn/oriafarm-retreat"
"/cn/pure-relaxation","public","200","","200","http://127.0.0.1:3422/cn/pure-relaxation","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/cn/pure-relaxation"
"/cn/new-user/standard/checkout","public","200","","200","http://127.0.0.1:3422/cn/new-user/standard/checkout","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app"
"/jp/oriahome","public","200","","200","http://127.0.0.1:3422/jp/oriahome","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/jp/oriahome"
"/jp/oriafarm-retreat","public","200","","200","http://127.0.0.1:3422/jp/oriafarm-retreat","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/jp/oriafarm-retreat"
"/jp/pure-relaxation","public","200","","200","http://127.0.0.1:3422/jp/pure-relaxation","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/jp/pure-relaxation"
"/jp/new-user/standard/checkout","public","200","","200","http://127.0.0.1:3422/jp/new-user/standard/checkout","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app"
"/kr/oriahome","public","200","","200","http://127.0.0.1:3422/kr/oriahome","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/kr/oriahome"
"/kr/oriafarm-retreat","public","200","","200","http://127.0.0.1:3422/kr/oriafarm-retreat","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/kr/oriafarm-retreat"
"/kr/pure-relaxation","public","200","","200","http://127.0.0.1:3422/kr/pure-relaxation","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/kr/pure-relaxation"
"/kr/new-user/standard/checkout","public","200","","200","http://127.0.0.1:3422/kr/new-user/standard/checkout","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app"
"/local-tour/saigon-xua","public","200","","200","http://127.0.0.1:3422/local-tour/saigon-xua","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/local-tour/saigon-xua"
"/vi/local-tour/saigon-xua","public","200","","200","http://127.0.0.1:3422/vi/local-tour/saigon-xua","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/vi/local-tour/saigon-xua"
"/en/local-tour/saigon-xua","public","200","","200","http://127.0.0.1:3422/en/local-tour/saigon-xua","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/en/local-tour/saigon-xua"
"/cn/local-tour/saigon-xua","public","200","","200","http://127.0.0.1:3422/cn/local-tour/saigon-xua","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/cn/local-tour/saigon-xua"
"/jp/local-tour/saigon-xua","public","200","","200","http://127.0.0.1:3422/jp/local-tour/saigon-xua","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/jp/local-tour/saigon-xua"
"/kr/local-tour/saigon-xua","public","200","","200","http://127.0.0.1:3422/kr/local-tour/saigon-xua","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/kr/local-tour/saigon-xua"
"/local-tour/saigon-tron-ven","public","200","","200","http://127.0.0.1:3422/local-tour/saigon-tron-ven","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/local-tour/saigon-tron-ven"
"/vi/local-tour/saigon-tron-ven","public","200","","200","http://127.0.0.1:3422/vi/local-tour/saigon-tron-ven","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/vi/local-tour/saigon-tron-ven"
"/en/local-tour/saigon-tron-ven","public","200","","200","http://127.0.0.1:3422/en/local-tour/saigon-tron-ven","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/en/local-tour/saigon-tron-ven"
"/cn/local-tour/saigon-tron-ven","public","200","","200","http://127.0.0.1:3422/cn/local-tour/saigon-tron-ven","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/cn/local-tour/saigon-tron-ven"
"/jp/local-tour/saigon-tron-ven","public","200","","200","http://127.0.0.1:3422/jp/local-tour/saigon-tron-ven","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/jp/local-tour/saigon-tron-ven"
"/kr/local-tour/saigon-tron-ven","public","200","","200","http://127.0.0.1:3422/kr/local-tour/saigon-tron-ven","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/kr/local-tour/saigon-tron-ven"
"/local-tour/saigon-ve-dem","public","200","","200","http://127.0.0.1:3422/local-tour/saigon-ve-dem","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/local-tour/saigon-ve-dem"
"/vi/local-tour/saigon-ve-dem","public","200","","200","http://127.0.0.1:3422/vi/local-tour/saigon-ve-dem","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/vi/local-tour/saigon-ve-dem"
"/en/local-tour/saigon-ve-dem","public","200","","200","http://127.0.0.1:3422/en/local-tour/saigon-ve-dem","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/en/local-tour/saigon-ve-dem"
"/cn/local-tour/saigon-ve-dem","public","200","","200","http://127.0.0.1:3422/cn/local-tour/saigon-ve-dem","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/cn/local-tour/saigon-ve-dem"
"/jp/local-tour/saigon-ve-dem","public","200","","200","http://127.0.0.1:3422/jp/local-tour/saigon-ve-dem","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/jp/local-tour/saigon-ve-dem"
"/kr/local-tour/saigon-ve-dem","public","200","","200","http://127.0.0.1:3422/kr/local-tour/saigon-ve-dem","text/html; charset=utf-8","private, no-cache, no-store, max-age=0, must-revalidate","https://oria-spa.vercel.app/kr/local-tour/saigon-ve-dem"
